target_id,condition,repetition,selected_record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:52226,N,2,p8-t0508-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53643,D,2,p8-t0398-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:53728,N,2,p8-t0128-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook banana in barbeque,banana,grill,fry
cookingworld:test:53497,N,2,p8-t0548-arm_3-r02,environment_done,27,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,27,eat red hot pepper,red hot pepper,,
cookingworld:test:53782,N,2,p8-t0428-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52928,H,2,p8-t0375-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53539,N,2,p8-t0600-arm_3-r02,environment_done,9,1,operation_to_ingredient_error,wrong_operation_for_ingredient,9,slice carrot,carrot,slice,dice
cookingworld:test:53086,N,2,p8-t0244-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,12,cook yellow bell pepper in barbeque,yellow bell pepper,grill,
cookingworld:test:53257,D,2,p8-t0286-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook banana in barbeque,banana,grill,fry
cookingworld:test:53895,D,2,p8-t0266-arm_1-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53454,H,2,p8-t0383-arm_2-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53079,R,2,p8-t0489-arm_4-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red onion in oven,red onion,roast,grill
cookingworld:test:53501,H,2,p8-t0651-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53690,R,2,p8-t0485-arm_4-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53133,R,2,p8-t0405-arm_4-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52578,N,2,p8-t0492-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53500,N,2,p8-t0364-arm_3-r02,environment_done,8,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,8,eat block of cheese,block of cheese,,
cookingworld:test:52276,N,2,p8-t0168-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:53463,N,2,p8-t0136-arm_3-r02,environment_done,35,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,35,slice yellow potato,yellow potato,slice,
cookingworld:test:52030,N,2,p8-t0468-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53300,N,2,p8-t0100-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:53427,H,2,p8-t0209-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53661,N,2,p8-t0002-arm_3-r02,environment_done,11,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,11,eat block of cheese,block of cheese,,
cookingworld:test:52285,N,2,p8-t0270-arm_3-r02,environment_done,5,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,5,eat red hot pepper,red hot pepper,,
cookingworld:test:52450,H,2,p8-t0501-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52197,N,2,p8-t0650-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53319,N,2,p8-t0178-arm_3-r02,environment_done,3,0,operation_to_ingredient_error,wrong_operation_for_ingredient,3,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:53227,N,2,p8-t0014-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53690,H,2,p8-t0485-arm_2-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52806,N,2,p8-t0030-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52080,D,2,p8-t0584-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52025,N,2,p8-t0294-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52770,N,2,p8-t0674-arm_3-r02,environment_done,13,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:52682,R,2,p8-t0191-arm_4-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53632,R,2,p8-t0407-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52859,N,2,p8-t0246-arm_3-r02,environment_done,10,1,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53079,H,2,p8-t0489-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in stove,red onion,fry,grill
cookingworld:test:52328,R,2,p8-t0103-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52314,H,2,p8-t0413-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52534,N,2,p8-t0510-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53067,N,2,p8-t0346-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red potato in oven,red potato,roast,grill
cookingworld:test:52802,N,2,p8-t0242-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53602,H,2,p8-t0621-arm_2-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52707,R,2,p8-t0547-arm_4-r02,environment_done,22,0,operation_to_ingredient_error,wrong_operation_for_ingredient,22,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52373,N,2,p8-t0434-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,cook white onion in barbeque,white onion,grill,
cookingworld:test:52571,N,2,p8-t0542-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53800,R,2,p8-t0063-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52067,H,2,p8-t0261-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53804,R,2,p8-t0247-arm_4-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53865,N,2,p8-t0626-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52965,R,2,p8-t0039-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in oven,carrot,roast,dice
cookingworld:test:53288,R,2,p8-t0663-arm_4-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52278,N,2,p8-t0318-arm_3-r02,environment_done,17,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,17,eat carrot,carrot,,
cookingworld:test:52613,D,2,p8-t0004-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52921,N,2,p8-t0098-arm_3-r02,max_steps,50,1,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:52052,R,2,p8-t0343-arm_4-r02,environment_done,20,0,operation_to_ingredient_error,wrong_operation_for_ingredient,20,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52808,R,2,p8-t0043-arm_4-r02,environment_done,23,0,operation_to_ingredient_error,wrong_operation_for_ingredient,23,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52844,N,2,p8-t0174-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in oven,carrot,roast,grill
cookingworld:test:52054,H,2,p8-t0201-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:53349,H,2,p8-t0137-arm_2-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:52750,N,2,p8-t0134-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in stove,red onion,fry,grill
cookingworld:test:52759,R,2,p8-t0359-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook carrot in oven,carrot,roast,grill
cookingworld:test:53384,R,2,p8-t0603-arm_4-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53753,R,2,p8-t0515-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in stove,carrot,fry,grill
cookingworld:test:52615,H,2,p8-t0373-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53994,N,2,p8-t0450-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53710,N,2,p8-t0206-arm_3-r02,environment_done,8,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,8,eat block of cheese,block of cheese,,
cookingworld:test:52563,N,2,p8-t0222-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52424,D,2,p8-t0412-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52493,R,2,p8-t0235-arm_4-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53695,N,2,p8-t0422-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red apple in stove,red apple,fry,grill
cookingworld:test:53671,D,2,p8-t0408-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52312,N,2,p8-t0298-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53257,N,2,p8-t0286-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook banana in barbeque,banana,grill,fry
cookingworld:test:53585,R,2,p8-t0139-arm_4-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:53209,N,2,p8-t0114-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52429,D,2,p8-t0660-arm_1-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook banana in barbeque,banana,grill,fry
cookingworld:test:52064,N,2,p8-t0502-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53856,N,2,p8-t0314-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:53271,N,2,p8-t0038-arm_3-r02,environment_done,15,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,15,eat cilantro,cilantro,,
cookingworld:test:53772,H,2,p8-t0245-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52068,R,2,p8-t0331-arm_4-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53664,N,2,p8-t0054-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52738,R,2,p8-t0323-arm_4-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52195,R,2,p8-t0095-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53099,H,2,p8-t0505-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook banana in barbeque,banana,grill,fry
cookingworld:test:52674,N,2,p8-t0118-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red apple in stove,red apple,fry,grill
cookingworld:test:53440,R,2,p8-t0143-arm_4-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,chop
cookingworld:test:53365,R,2,p8-t0279-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52380,D,2,p8-t0360-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:52676,D,2,p8-t0120-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52063,N,2,p8-t0042-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:53324,D,2,p8-t0596-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook banana in barbeque,banana,grill,fry
cookingworld:test:52962,D,2,p8-t0184-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53123,D,2,p8-t0260-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53210,D,2,p8-t0268-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52688,N,2,p8-t0078-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52207,D,2,p8-t0588-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53312,N,2,p8-t0230-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53579,D,2,p8-t0140-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53194,H,2,p8-t0381-arm_2-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red apple in oven,red apple,roast,grill
cookingworld:test:53665,N,2,p8-t0402-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,11,cook banana in barbeque,banana,grill,
cookingworld:test:53501,R,2,p8-t0651-arm_4-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52201,N,2,p8-t0526-arm_3-r02,environment_done,15,1,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53327,H,2,p8-t0257-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53133,H,2,p8-t0405-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53396,H,2,p8-t0173-arm_2-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52027,N,2,p8-t0142-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52708,N,2,p8-t0598-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,11,cook yellow bell pepper in barbeque,yellow bell pepper,grill,
cookingworld:test:53592,R,2,p8-t0211-arm_4-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53315,D,2,p8-t0328-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53905,R,2,p8-t0099-arm_4-r02,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat block of cheese,block of cheese,,
cookingworld:test:52145,R,2,p8-t0227-arm_4-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52255,N,2,p8-t0210-arm_3-r02,max_steps,50,2,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:52037,N,2,p8-t0326-arm_3-r02,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:52748,R,2,p8-t0483-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52853,N,2,p8-t0158-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53102,N,2,p8-t0058-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52578,D,2,p8-t0492-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52928,R,2,p8-t0375-arm_4-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52773,H,2,p8-t0377-arm_2-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52275,H,2,p8-t0529-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53698,D,2,p8-t0312-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53642,N,2,p8-t0586-arm_3-r02,environment_done,17,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,17,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52041,H,2,p8-t0073-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52339,D,2,p8-t0324-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52344,N,2,p8-t0130-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in stove,red onion,fry,grill
cookingworld:test:53499,N,2,p8-t0534-arm_3-r02,environment_done,9,1,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in stove,red potato,fry,grill
cookingworld:test:53260,H,2,p8-t0545-arm_2-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52217,N,2,p8-t0470-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53825,H,2,p8-t0457-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53187,H,2,p8-t0021-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53112,H,2,p8-t0309-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52004,N,2,p8-t0642-arm_3-r02,environment_done,21,3,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,21,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52810,R,2,p8-t0499-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,chop red hot pepper,red hot pepper,chop,
cookingworld:test:52890,N,2,p8-t0350-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52109,R,2,p8-t0151-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53770,D,2,p8-t0352-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52306,D,2,p8-t0096-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53452,R,2,p8-t0655-arm_4-r02,max_steps,50,0,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:52894,R,2,p8-t0199-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook banana in barbeque,banana,grill,fry
cookingworld:test:52917,R,2,p8-t0231-arm_4-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook carrot in stove,carrot,fry,grill
cookingworld:test:52815,R,2,p8-t0091-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53565,N,2,p8-t0194-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:52581,H,2,p8-t0205-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53037,H,2,p8-t0369-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52730,N,2,p8-t0034-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53648,D,2,p8-t0496-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53728,D,2,p8-t0128-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook banana in barbeque,banana,grill,fry
cookingworld:test:52237,N,2,p8-t0482-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:52413,N,2,p8-t0086-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53676,N,2,p8-t0474-arm_3-r02,environment_done,15,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,15,eat white onion,white onion,,
cookingworld:test:53085,H,2,p8-t0097-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53186,H,2,p8-t0437-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53394,N,2,p8-t0566-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
