target_id,condition,repetition,record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:52905,N2,2,sup-t0133-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53671,N2,2,sup-t0408-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52587,N2,2,sup-t0465-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook white onion in stove,white onion,fry,grill
cookingworld:test:53760,N2,1,sup-t0462-arm_3-r01,environment_done,3,0,operation_to_ingredient_error,wrong_operation_for_ingredient,3,cook red hot pepper in stove,red hot pepper,fry,grill
cookingworld:test:53227,N2,2,sup-t0014-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52328,R2,1,sup-t0103-arm_2-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52385,N2,1,sup-t0372-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52450,P,1,sup-t0501-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52344,N2,2,sup-t0130-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in stove,red onion,fry,grill
cookingworld:test:52602,R2,1,sup-t0274-arm_2-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52965,N2,2,sup-t0039-arm_3-r02,environment_done,10,1,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in oven,carrot,roast,grill
cookingworld:test:53190,N2,1,sup-t0601-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52708,N2,1,sup-t0598-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,10,cook yellow bell pepper in barbeque,yellow bell pepper,grill,
cookingworld:test:52846,N2,1,sup-t0044-arm_3-r01,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:52853,N2,1,sup-t0158-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53695,R2,2,sup-t0422-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in oven,red apple,roast,grill
cookingworld:test:52246,N2,1,sup-t0579-arm_3-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52488,N2,2,sup-t0333-arm_3-r02,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52773,P,1,sup-t0377-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52145,P,1,sup-t0227-arm_1-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53018,N2,2,sup-t0308-arm_3-r02,environment_done,12,1,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52584,N2,2,sup-t0593-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53448,N2,2,sup-t0181-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52615,R2,2,sup-t0373-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53946,N2,2,sup-t0406-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:53099,N2,1,sup-t0505-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook banana in barbeque,banana,grill,fry
cookingworld:test:53946,N2,1,sup-t0406-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:52264,R2,2,sup-t0387-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook block of cheese in barbeque,block of cheese,grill,roast
cookingworld:test:52893,R2,1,sup-t0221-arm_2-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red apple in stove,red apple,fry,grill
cookingworld:test:53032,N2,2,sup-t0259-arm_3-r02,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat red apple,red apple,,
cookingworld:test:52888,N2,2,sup-t0196-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook white onion in stove,white onion,fry,grill
cookingworld:test:54023,R2,2,sup-t0699-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:54041,R2,1,sup-t0717-arm_2-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53187,R2,1,sup-t0021-arm_2-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53644,R2,2,sup-t0010-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53683,N2,1,sup-t0029-arm_3-r01,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red potato in stove,red potato,fry,grill
cookingworld:test:52805,P,1,sup-t0634-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,11,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52805,N2,1,sup-t0634-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,10,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52859,R2,1,sup-t0246-arm_2-r01,environment_done,14,1,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52806,R2,2,sup-t0030-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53227,N2,1,sup-t0014-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52488,N2,1,sup-t0333-arm_3-r01,environment_done,13,1,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52839,P,2,sup-t0047-arm_1-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53825,P,2,sup-t0457-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52668,P,2,sup-t0652-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52431,R2,1,sup-t0302-arm_2-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52411,N2,1,sup-t0367-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52511,N2,1,sup-t0559-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52956,R2,2,sup-t0028-arm_2-r02,environment_done,4,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,4,eat red apple,red apple,,
cookingworld:test:53012,N2,1,sup-t0214-arm_3-r01,environment_done,7,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,7,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52424,P,2,sup-t0412-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53096,N2,1,sup-t0605-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52450,P,2,sup-t0501-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53260,R2,1,sup-t0545-arm_2-r01,environment_done,20,0,operation_to_ingredient_error,wrong_operation_for_ingredient,20,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:54090,R2,2,sup-t0766-arm_2-r02,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53995,P,1,sup-t0160-arm_1-r01,environment_done,2,0,operation_to_ingredient_error,wrong_operation_for_ingredient,2,cook red potato in stove,red potato,fry,grill
cookingworld:test:53643,N2,2,sup-t0398-arm_3-r02,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat block of cheese,block of cheese,,
cookingworld:test:53498,P,2,sup-t0226-arm_1-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53872,P,2,sup-t0561-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:54055,R2,1,sup-t0731-arm_2-r01,environment_done,20,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,20,slice red hot pepper,red hot pepper,slice,
cookingworld:test:54110,N2,2,sup-t0786-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53366,N2,2,sup-t0575-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red potato in stove,red potato,fry,grill
cookingworld:test:52748,R2,2,sup-t0483-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53186,R2,2,sup-t0437-arm_2-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52750,N2,1,sup-t0134-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red onion in stove,red onion,fry,grill
cookingworld:test:52773,P,2,sup-t0377-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:54110,N2,1,sup-t0786-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52210,P,2,sup-t0263-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:54104,R2,2,sup-t0780-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:54104,N2,1,sup-t0780-arm_3-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53522,N2,2,sup-t0340-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook white onion in stove,white onion,fry,grill
cookingworld:test:53869,N2,2,sup-t0537-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,13,cook yellow bell pepper in barbeque,yellow bell pepper,grill,
cookingworld:test:54082,R2,2,sup-t0758-arm_2-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52195,P,2,sup-t0095-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:54090,R2,1,sup-t0766-arm_2-r01,environment_done,19,0,operation_to_ingredient_error,wrong_operation_for_ingredient,19,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:54032,P,1,sup-t0708-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in stove,red potato,fry,grill
cookingworld:test:52854,R2,2,sup-t0024-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in oven,red onion,roast,grill
cookingworld:test:53173,N2,2,sup-t0623-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52195,P,1,sup-t0095-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53345,P,2,sup-t0085-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in barbeque,red onion,grill,slice
cookingworld:test:53210,R2,1,sup-t0268-arm_2-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53495,N2,2,sup-t0611-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in stove,white onion,fry,grill
cookingworld:test:52493,N2,2,sup-t0235-arm_3-r02,environment_done,19,0,operation_to_ingredient_error,wrong_operation_for_ingredient,19,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:54012,R2,2,sup-t0688-arm_2-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53079,P,2,sup-t0489-arm_1-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red onion in stove,red onion,fry,grill
cookingworld:test:53685,N2,1,sup-t0521-arm_3-r01,environment_done,18,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,18,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:53667,P,1,sup-t0661-arm_1-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53993,R2,1,sup-t0233-arm_2-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52854,P,1,sup-t0024-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in oven,red onion,roast,grill
cookingworld:test:53427,N2,1,sup-t0209-arm_3-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52601,R2,1,sup-t0079-arm_2-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in oven,red potato,roast,grill
cookingworld:test:52688,N2,1,sup-t0078-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:54016,N2,1,sup-t0692-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:54012,R2,1,sup-t0688-arm_2-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52534,P,2,sup-t0510-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53789,N2,1,sup-t0469-arm_3-r01,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat carrot,carrot,,
cookingworld:test:53812,N2,1,sup-t0127-arm_3-r01,max_steps,50,0,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:54014,N2,2,sup-t0690-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52331,N2,2,sup-t0391-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52645,N2,2,sup-t0443-arm_3-r02,environment_done,15,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,15,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52457,N2,2,sup-t0076-arm_3-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:52578,N2,1,sup-t0492-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53577,N2,2,sup-t0461-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:52818,N2,1,sup-t0040-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in stove,white onion,fry,dice
cookingworld:test:53931,N2,1,sup-t0023-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook banana in barbeque,banana,grill,fry
cookingworld:test:52429,R2,2,sup-t0660-arm_2-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook banana in barbeque,banana,grill,fry
cookingworld:test:52076,N2,2,sup-t0177-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,cook white onion in barbeque,white onion,grill,
cookingworld:test:52107,P,2,sup-t0149-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in oven,carrot,roast,grill
cookingworld:test:52226,P,2,sup-t0508-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52342,N2,1,sup-t0388-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52217,R2,1,sup-t0470-arm_2-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53824,N2,2,sup-t0068-arm_3-r02,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat block of cheese,block of cheese,,
cookingworld:test:52258,R2,2,sup-t0455-arm_2-r02,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52197,N2,1,sup-t0650-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:54119,R2,2,sup-t0795-arm_2-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook banana in barbeque,banana,grill,fry
cookingworld:test:53923,N2,2,sup-t0356-arm_3-r02,environment_done,16,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,16,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:54058,R2,1,sup-t0734-arm_2-r01,environment_done,5,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,5,slice banana,banana,slice,
cookingworld:test:52385,P,2,sup-t0372-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:54023,N2,2,sup-t0699-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52320,N2,2,sup-t0467-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook carrot in stove,carrot,fry,grill
cookingworld:test:52556,N2,1,sup-t0037-arm_3-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:54055,N2,2,sup-t0731-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,15,slice red hot pepper,red hot pepper,slice,
cookingworld:test:52344,N2,1,sup-t0130-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in stove,red onion,fry,grill
cookingworld:test:54100,P,2,sup-t0776-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52540,N2,2,sup-t0072-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,12,cook red onion in barbeque,red onion,grill,
cookingworld:test:53865,R2,1,sup-t0626-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:54085,R2,1,sup-t0761-arm_2-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53293,R2,2,sup-t0646-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53579,N2,2,sup-t0140-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53317,N2,1,sup-t0344-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:53753,N2,2,sup-t0515-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook carrot in oven,carrot,roast,grill
cookingworld:test:53632,N2,2,sup-t0407-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53179,P,2,sup-t0636-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52258,R2,1,sup-t0455-arm_2-r01,environment_done,20,0,operation_to_ingredient_error,wrong_operation_for_ingredient,20,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53825,P,1,sup-t0457-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52921,N2,2,sup-t0098-arm_3-r02,max_steps,50,1,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:53454,P,2,sup-t0383-arm_1-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52155,N2,1,sup-t0517-arm_3-r01,environment_done,10,1,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,10,eat red hot pepper,red hot pepper,,
cookingworld:test:52890,R2,1,sup-t0350-arm_2-r01,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52601,N2,1,sup-t0079-arm_3-r01,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red potato in oven,red potato,roast,grill
cookingworld:test:53856,R2,1,sup-t0314-arm_2-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:54119,N2,2,sup-t0795-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook banana in barbeque,banana,grill,fry
cookingworld:test:52723,N2,1,sup-t0552-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52054,N2,2,sup-t0201-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:54016,R2,1,sup-t0692-arm_2-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:52965,R2,1,sup-t0039-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in oven,carrot,roast,dice
cookingworld:test:52217,N2,2,sup-t0470-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52004,N2,2,sup-t0642-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52195,R2,1,sup-t0095-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53447,P,1,sup-t0049-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook white onion in stove,white onion,fry,grill
cookingworld:test:52997,R2,1,sup-t0289-arm_2-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52727,N2,1,sup-t0366-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,8,cook red hot pepper in barbeque,red hot pepper,grill,
cookingworld:test:52037,N2,2,sup-t0326-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53327,N2,1,sup-t0257-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
